search_id,result_id,position,result_type,relevance_score
323,3149,5,product,0.7
323,3150,6,category,0.65
323,3151,7,product,0.72
323,3152,8,category,0.74
324,3153,1,category,0.53
324,3154,2,product,0.86
324,3155,3,product,0.72
324,3156,4,product,0.67
324,3157,5,product,0.84
324,3158,6,product,0.65
324,3159,7,product,0.62
324,3160,8,product,0.79
326,3161,1,product,0.53
326,3162,2,product,0.79
326,3163,3,product,0.84
326,3164,4,category,0.86
326,3165,5,product,0.49
326,3166,6,product,0.76
326,3167,7,product,0.82
326,3168,8,product,0.66
326,3169,9,product,0.46
326,3170,10,product,0.63
327,3171,1,product,0.64
327,3172,2,product,0.66
327,3173,3,product,0.69
327,3174,4,category,0.8
327,3175,5,product,0.66
328,3176,1,product,0.57
328,3177,2,product,0.66
328,3178,3,product,0.72
328,3179,4,product,0.8
328,3180,5,product,0.56
328,3181,6,product,0.81
328,3182,7,product,0.6
328,3183,8,product,0.68
328,3184,9,product,0.88
328,3185,10,product,0.59
329,3186,1,product,0.61
329,3187,2,product,0.73
329,3188,3,product,0.92
329,3189,4,product,0.7
329,3190,5,product,0.62
329,3191,6,product,0.48
329,3192,7,product,0.63
329,3193,8,product,0.64
330,3194,1,product,0.56
330,3195,2,product,0.93
330,3196,3,product,0.76
330,3197,4,product,0.87
330,3198,5,product,0.5
330,3199,6,product,0.44
330,3200,7,product,0.48
330,3201,8,product,0.64
330,3202,9,product,0.85
330,3203,10,product,0.51
331,3204,1,product,0.48
331,3205,2,product,0.82
331,3206,3,product,0.95
331,3207,4,product,0.77
331,3208,5,category,0.67
331,3209,6,category,0.81
331,3210,7,product,0.69
331,3211,8,category,0.42
332,3212,1,product,0.48
332,3213,2,category,0.91
332,3214,3,product,0.7
332,3215,4,product,0.61
332,3216,5,product,0.75
332,3217,6,product,0.71
332,3218,7,product,0.47
332,3219,8,product,0.61
332,3220,9,product,0.77
333,3221,1,product,0.55
333,3222,2,product,0.7
333,3223,3,product,0.78
333,3224,4,product,0.78
333,3225,5,product,0.6
333,3226,6,product,0.81
333,3227,7,product,0.57
333,3228,8,product,0.47
334,3229,1,product,0.56
334,3230,2,product,0.93
334,3231,3,category,0.82
334,3232,4,product,0.87
334,3233,5,category,0.82
335,3234,1,product,0.7
335,3235,2,product,0.73
335,3236,3,product,0.93
335,3237,4,product,0.61
335,3238,5,product,0.66
335,3239,6,product,0.71
335,3240,7,product,0.83
336,3241,1,product,0.65
336,3242,2,product,0.95
336,3243,3,product,0.68
336,3244,4,product,0.65
336,3245,5,product,0.48
336,3246,6,product,0.78
336,3247,7,product,0.52
336,3248,8,category,0.75
336,3249,9,product,0.45
336,3250,10,product,0.58
337,3251,1,category,0.57
337,3252,2,category,0.89
337,3253,3,category,0.82
337,3254,4,product,0.7
337,3255,5,product,0.69
338,3256,1,product,0.65
338,3257,2,product,0.8
338,3258,3,product,0.88
338,3259,4,product,0.47
338,3260,5,product,0.6
338,3261,6,product,0.6
338,3262,7,product,0.5
338,3263,8,product,0.72
338,3264,9,product,0.67
339,3265,1,product,0.58
339,3266,2,product,0.94
339,3267,3,product,0.81
339,3268,4,product,0.62
339,3269,5,product,0.48
339,3270,6,product,0.84
340,3271,1,product,0.53
340,3272,2,product,0.69
340,3273,3,category,0.78
340,3274,4,product,0.55
340,3275,5,product,0.49
340,3276,6,product,0.4
340,3277,7,product,0.43
341,3278,1,product,0.68
341,3279,2,product,0.69
341,3280,3,product,0.88
341,3281,4,product,0.47
341,3282,5,product,0.44
341,3283,6,product,0.7
341,3284,7,product,0.83
341,3285,8,product,0.42
341,3286,9,product,0.61
341,3287,10,product,0.44
342,3288,1,product,0.62
342,3289,2,product,0.94
342,3290,3,category,0.88
342,3291,4,product,0.65
342,3292,5,product,0.64
343,3293,1,product,0.68
343,3294,2,product,0.68
343,3295,3,product,0.75
343,3296,4,category,0.64
343,3297,5,product,0.56
343,3298,6,product,0.41
343,3299,7,product,0.58
343,3300,8,product,0.87
343,3301,9,product,0.54
343,3302,10,product,0.77
344,3303,1,category,0.52
344,3304,2,product,0.92
344,3305,3,product,0.72
344,3306,4,product,0.51
344,3307,5,category,0.64
344,3308,6,product,0.53
344,3309,7,product,0.67
345,3310,1,product,0.71
345,3311,2,product,0.72
345,3312,3,product,0.89
345,3313,4,product,0.6
345,3314,5,product,0.71
345,3315,6,product,0.86
345,3316,7,product,0.87
345,3317,8,product,0.66
345,3318,9,product,0.84
346,3319,1,category,0.45
346,3320,2,product,0.79
346,3321,3,product,0.9
346,3322,4,product,0.57
346,3323,5,product,0.68
346,3324,6,product,0.42
347,3325,1,product,0.69
347,3326,2,product,0.8
347,3327,3,category,0.92
347,3328,4,category,0.7
347,3329,5,product,0.74
347,3330,6,product,0.72
347,3331,7,category,0.5
348,3332,1,product,0.69
348,3333,2,category,0.77
348,3334,3,product,0.86
348,3335,4,product,0.66
348,3336,5,product,0.71
350,3337,1,product,0.5
350,3338,2,product,0.86
350,3339,3,category,0.79
350,3340,4,product,0.61
350,3341,5,product,0.41
350,3342,6,product,0.84
350,3343,7,product,0.44
350,3344,8,product,0.55
351,3345,1,product,0.69
351,3346,2,product,0.71
351,3347,3,product,0.9
351,3348,4,product,0.82
351,3349,5,product,0.64
351,3350,6,product,0.72
351,3351,7,product,0.73
351,3352,8,product,0.43
352,3353,1,product,0.5
352,3354,2,product,0.95
352,3355,3,product,0.81
352,3356,4,product,0.67
352,3357,5,product,0.85
352,3358,6,product,0.85
352,3359,7,product,0.85
353,3360,1,product,0.53
353,3361,2,product,0.78
353,3362,3,product,0.71
353,3363,4,product,0.67
353,3364,5,category,0.75
354,3365,1,product,0.62
354,3366,2,product,0.78
354,3367,3,category,0.89
354,3368,4,product,0.8
354,3369,5,category,0.63
354,3370,6,product,0.8
354,3371,7,product,0.65
354,3372,8,product,0.43
354,3373,9,product,0.61
354,3374,10,product,0.61
355,3375,1,product,0.47
355,3376,2,product,0.82
355,3377,3,product,0.76
355,3378,4,product,0.76
355,3379,5,product,0.69
355,3380,6,product,0.41
355,3381,7,category,0.78
355,3382,8,product,0.7
356,3383,1,product,0.61
356,3384,2,product,0.92
356,3385,3,product,0.8
356,3386,4,product,0.63
356,3387,5,product,0.49
357,3388,1,product,0.71
357,3389,2,category,0.74
357,3390,3,product,0.88
357,3391,4,product,0.55
357,3392,5,product,0.58
357,3393,6,product,0.68
357,3394,7,product,0.43
357,3395,8,category,0.8
357,3396,9,product,0.6
358,3397,1,product,0.63
358,3398,2,product,0.94
358,3399,3,product,0.75
358,3400,4,product,0.86
358,3401,5,product,0.6
358,3402,6,product,0.62
359,3403,1,product,0.51
359,3404,2,product,0.72
359,3405,3,product,0.94
359,3406,4,product,0.76
359,3407,5,category,0.49
359,3408,6,product,0.57
359,3409,7,product,0.41
359,3410,8,product,0.54
359,3411,9,product,0.68
359,3412,10,product,0.42
360,3413,1,product,0.54
360,3414,2,product,0.7
360,3415,3,category,0.9
360,3416,4,product,0.41
360,3417,5,product,0.58
360,3418,6,category,0.45
361,3419,1,category,0.7
361,3420,2,category,0.95
361,3421,3,product,0.91
361,3422,4,category,0.47
361,3423,5,product,0.78
361,3424,6,product,0.58
362,3425,1,product,0.54
362,3426,2,category,0.89
362,3427,3,category,0.91
362,3428,4,product,0.83
362,3429,5,product,0.44
362,3430,6,product,0.72
363,3431,1,product,0.5
363,3432,2,product,0.81
363,3433,3,product,0.94
363,3434,4,product,0.68
363,3435,5,product,0.78
363,3436,6,category,0.5
363,3437,7,product,0.62
363,3438,8,product,0.5
364,3439,1,product,0.53
364,3440,2,product,0.72
364,3441,3,product,0.8
364,3442,4,product,0.62
364,3443,5,product,0.58
365,3444,1,product,0.62
365,3445,2,product,0.67
365,3446,3,product,0.8
365,3447,4,category,0.78
365,3448,5,product,0.45
365,3449,6,product,0.42
365,3450,7,product,0.49
366,3451,1,category,0.72
366,3452,2,product,0.88
366,3453,3,product,0.92
366,3454,4,product,0.54
366,3455,5,product,0.78
366,3456,6,product,0.59
366,3457,7,product,0.71
366,3458,8,product,0.65
366,3459,9,product,0.47
367,3460,1,product,0.61
367,3461,2,product,0.79
367,3462,3,product,0.75
367,3463,4,product,0.81
367,3464,5,product,0.85
367,3465,6,category,0.61
367,3466,7,product,0.41
367,3467,8,product,0.82
367,3468,9,product,0.75
368,3469,1,product,0.54
368,3470,2,category,0.89
368,3471,3,category,0.7
368,3472,4,product,0.56
368,3473,5,product,0.69
368,3474,6,category,0.82
368,3475,7,product,0.5
370,3476,1,product,0.46
370,3477,2,product,0.8
370,3478,3,category,0.67
370,3479,4,product,0.54
370,3480,5,product,0.72
370,3481,6,product,0.43
371,3482,1,product,0.48
371,3483,2,product,0.87
371,3484,3,product,0.92
371,3485,4,product,0.82
371,3486,5,product,0.79
372,3487,1,product,0.64
372,3488,2,category,0.71
372,3489,3,product,0.78
372,3490,4,product,0.69
372,3491,5,product,0.56
372,3492,6,product,0.64
372,3493,7,product,0.42
372,3494,8,category,0.71
372,3495,9,product,0.57
373,3496,1,category,0.57
373,3497,2,product,0.71
373,3498,3,category,0.77
373,3499,4,category,0.52
373,3500,5,product,0.53
373,3501,6,category,0.54
373,3502,7,product,0.74
373,3503,8,product,0.5
375,3504,1,product,0.63
376,3505,1,category,0.48
376,3506,2,product,0.75
376,3507,3,product,0.8
376,3508,4,product,0.66
376,3509,5,product,0.86
376,3510,6,product,0.79
376,3511,7,product,0.48
377,3512,1,product,0.5
377,3513,2,product,0.65
377,3514,3,product,0.78
377,3515,4,category,0.74
377,3516,5,product,0.66
377,3517,6,product,0.42
377,3518,7,product,0.65
377,3519,8,product,0.72
378,3520,1,product,0.55
378,3521,2,product,0.68
378,3522,3,product,0.95
378,3523,4,product,0.49
378,3524,5,category,0.51
378,3525,6,product,0.78
379,3526,1,product,0.67
379,3527,2,product,0.84
379,3528,3,product,0.93
379,3529,4,product,0.61
379,3530,5,product,0.45
380,3531,1,product,0.57
380,3532,2,product,0.89
380,3533,3,product,0.76
380,3534,4,product,0.5
380,3535,5,category,0.69
380,3536,6,product,0.45
381,3537,1,product,0.54
381,3538,2,product,0.83
381,3539,3,product,0.84
381,3540,4,category,0.68
381,3541,5,product,0.51
382,3542,1,product,0.49
382,3543,2,category,0.66
382,3544,3,category,0.83
382,3545,4,product,0.75
382,3546,5,product,0.53
382,3547,6,product,0.77
383,3548,1,category,0.51
383,3549,2,product,0.81
383,3550,3,product,0.84
383,3551,4,category,0.64
383,3552,5,category,0.43
383,3553,6,product,0.85
383,3554,7,product,0.48
383,3555,8,product,0.78
383,3556,9,product,0.64
383,3557,10,product,0.62
384,3558,1,product,0.53
384,3559,2,product,0.84
384,3560,3,product,0.88
384,3561,4,product,0.87
384,3562,5,product,0.48
384,3563,6,product,0.64
384,3564,7,product,0.76
385,3565,1,product,0.49
385,3566,2,product,0.73
385,3567,3,product,0.79
385,3568,4,product,0.69
385,3569,5,product,0.47
385,3570,6,product,0.47
385,3571,7,product,0.41
385,3572,8,product,0.75
385,3573,9,category,0.84
386,3574,1,product,0.72
386,3575,2,product,0.93
386,3576,3,category,0.88
386,3577,4,product,0.77
386,3578,5,product,0.57
387,3579,1,category,0.58
387,3580,2,product,0.76
387,3581,3,product,0.66
387,3582,4,product,0.47
387,3583,5,product,0.85
387,3584,6,product,0.52
388,3585,1,product,0.71
388,3586,2,category,0.92
388,3587,3,product,0.7
388,3588,4,product,0.73
388,3589,5,category,0.66
388,3590,6,product,0.68
388,3591,7,category,0.76
388,3592,8,product,0.82
388,3593,9,product,0.67
389,3594,1,product,0.45
389,3595,2,product,0.86
389,3596,3,product,0.85
389,3597,4,product,0.48
389,3598,5,product,0.74
389,3599,6,category,0.49
389,3600,7,product,0.62
389,3601,8,product,0.49
390,3602,1,category,0.57
390,3603,2,product,0.68
390,3604,3,product,0.67
390,3605,4,product,0.46
390,3606,5,product,0.41
390,3607,6,product,0.63
390,3608,7,product,0.4
390,3609,8,product,0.86
391,3610,1,product,0.72
391,3611,2,product,0.93
391,3612,3,product,0.75
391,3613,4,category,0.58
391,3614,5,product,0.88
391,3615,6,product,0.85
391,3616,7,product,0.58
391,3617,8,product,0.57
391,3618,9,product,0.45
392,3619,1,product,0.65
392,3620,2,product,0.79
392,3621,3,product,0.91
392,3622,4,product,0.72
392,3623,5,category,0.71
392,3624,6,product,0.55
392,3625,7,category,0.82
392,3626,8,product,0.75
392,3627,9,product,0.51
392,3628,10,product,0.75
393,3629,1,product,0.61
393,3630,2,category,0.91
393,3631,3,product,0.89
393,3632,4,product,0.42
393,3633,5,product,0.44
393,3634,6,category,0.88
393,3635,7,category,0.62
394,3636,1,category,0.46
394,3637,2,product,0.75
394,3638,3,product,0.73
394,3639,4,category,0.72
394,3640,5,product,0.72
394,3641,6,product,0.84
394,3642,7,product,0.64
394,3643,8,product,0.56
394,3644,9,category,0.68
394,3645,10,product,0.43
395,3646,1,category,0.65
395,3647,2,product,0.87
395,3648,3,category,0.76
395,3649,4,product,0.86
395,3650,5,product,0.4
395,3651,6,product,0.66
395,3652,7,product,0.87
396,3653,1,product,0.6
396,3654,2,category,0.69
396,3655,3,product,0.9
396,3656,4,product,0.62
396,3657,5,product,0.47
397,3658,1,product,0.6
397,3659,2,product,0.71
397,3660,3,product,0.94
397,3661,4,product,0.79
397,3662,5,product,0.74
397,3663,6,product,0.85
397,3664,7,category,0.75
397,3665,8,category,0.77
397,3666,9,product,0.75
397,3667,10,category,0.79
398,3668,1,product,0.58
398,3669,2,product,0.77
398,3670,3,product,0.87
398,3671,4,product,0.84
398,3672,5,product,0.66
398,3673,6,product,0.56
398,3674,7,product,0.82
398,3675,8,product,0.85
398,3676,9,product,0.71
398,3677,10,product,0.61
399,3678,1,category,0.55
399,3679,2,product,0.85
399,3680,3,product,0.67
399,3681,4,category,0.63
399,3682,5,product,0.46
399,3683,6,product,0.56
400,3684,1,product,0.52
400,3685,2,category,0.86
400,3686,3,product,0.85
400,3687,4,product,0.73
400,3688,5,product,0.72
401,3689,1,product,0.7
401,3690,2,category,0.83
401,3691,3,product,0.79
401,3692,4,product,0.45
401,3693,5,category,0.58
401,3694,6,product,0.74
401,3695,7,product,0.46
401,3696,8,category,0.74
401,3697,9,product,0.66
401,3698,10,product,0.74
402,3699,1,product,0.69
402,3700,2,product,0.83
402,3701,3,product,0.82
402,3702,4,product,0.46
402,3703,5,product,0.5
402,3704,6,category,0.67
402,3705,7,category,0.42
402,3706,8,product,0.64
402,3707,9,product,0.66
402,3708,10,product,0.85
403,3709,1,product,0.49
403,3710,2,category,0.74
403,3711,3,product,0.95
403,3712,4,product,0.65
403,3713,5,product,0.72
403,3714,6,product,0.42
403,3715,7,product,0.81
403,3716,8,product,0.46
404,3717,1,product,0.69
404,3718,2,product,0.67
404,3719,3,product,0.78
404,3720,4,product,0.66
404,3721,5,category,0.75
404,3722,6,product,0.73
404,3723,7,product,0.58
404,3724,8,product,0.79
404,3725,9,product,0.6
404,3726,10,product,0.88
405,3727,1,product,0.59
405,3728,2,product,0.77
405,3729,3,category,0.68
405,3730,4,product,0.77
405,3731,5,product,0.78
406,3732,1,product,0.5
406,3733,2,product,0.74
406,3734,3,product,0.8
406,3735,4,category,0.74
406,3736,5,product,0.66
407,3737,1,product,0.52
407,3738,2,product,0.86
407,3739,3,product,0.69
407,3740,4,category,0.53
407,3741,5,product,0.71
407,3742,6,product,0.77
409,3743,1,product,0.71
409,3744,2,product,0.74
409,3745,3,product,0.67
409,3746,4,product,0.85
409,3747,5,product,0.43
410,3748,1,product,0.63
410,3749,2,product,0.81
410,3750,3,product,0.65
410,3751,4,product,0.8
410,3752,5,product,0.6
410,3753,6,category,0.57
410,3754,7,category,0.72
410,3755,8,category,0.88
410,3756,9,product,0.73
411,3757,1,category,0.59
411,3758,2,product,0.78
411,3759,3,product,0.76
411,3760,4,product,0.84
411,3761,5,product,0.66
411,3762,6,product,0.46
412,3763,1,category,0.56
412,3764,2,category,0.93
412,3765,3,category,0.8
412,3766,4,category,0.85
412,3767,5,product,0.81
412,3768,6,product,0.4
412,3769,7,product,0.54
412,3770,8,product,0.57
412,3771,9,product,0.59
413,3772,1,product,0.45
413,3773,2,product,0.73
413,3774,3,product,0.76
413,3775,4,product,0.83
413,3776,5,category,0.53
413,3777,6,product,0.72
413,3778,7,product,0.47
413,3779,8,category,0.4
414,3780,1,product,0.69
414,3781,2,product,0.71
414,3782,3,product,0.85
414,3783,4,product,0.6
414,3784,5,product,0.78
414,3785,6,product,0.56
414,3786,7,product,0.82
415,3787,1,product,0.63
415,3788,2,product,0.94
415,3789,3,product,0.78
415,3790,4,product,0.63
415,3791,5,product,0.52
416,3792,1,product,0.5
416,3793,2,product,0.89
416,3794,3,product,0.8
416,3795,4,product,0.88
416,3796,5,product,0.7
416,3797,6,product,0.46
416,3798,7,category,0.88
416,3799,8,product,0.6
417,3800,1,category,0.64
417,3801,2,product,0.72
417,3802,3,product,0.67
417,3803,4,product,0.42
417,3804,5,category,0.57
417,3805,6,product,0.74
417,3806,7,product,0.83
418,3807,1,product,0.53
418,3808,2,product,0.78
418,3809,3,product,0.8
418,3810,4,product,0.45
418,3811,5,product,0.73
418,3812,6,product,0.46
418,3813,7,product,0.79
418,3814,8,product,0.68
419,3815,1,product,0.69
419,3816,2,product,0.87
419,3817,3,category,0.83
419,3818,4,product,0.71
419,3819,5,category,0.74
420,3820,1,product,0.72
420,3821,2,product,0.87
420,3822,3,product,0.71
420,3823,4,category,0.52
420,3824,5,category,0.81
420,3825,6,category,0.87
420,3826,7,product,0.62
420,3827,8,product,0.84
421,3828,1,product,0.71
421,3829,2,product,0.94
421,3830,3,product,0.94
421,3831,4,product,0.79
421,3832,5,product,0.66
421,3833,6,product,0.44
421,3834,7,product,0.64
421,3835,8,product,0.59
421,3836,9,product,0.5
421,3837,10,product,0.67
422,3838,1,category,0.52
422,3839,2,product,0.74
423,3840,1,product,0.46
423,3841,2,category,0.92
423,3842,3,product,0.73
423,3843,4,product,0.71
423,3844,5,product,0.8
423,3845,6,product,0.4
423,3846,7,product,0.69
424,3847,1,product,0.69
424,3848,2,product,0.95
424,3849,3,product,0.65
424,3850,4,product,0.75
424,3851,5,product,0.52
424,3852,6,category,0.72
424,3853,7,product,0.85
424,3854,8,product,0.75
425,3855,1,category,0.62
425,3856,2,product,0.77
425,3857,3,product,0.87
425,3858,4,product,0.47
425,3859,5,product,0.64
425,3860,6,product,0.79
425,3861,7,category,0.67
425,3862,8,product,0.49
425,3863,9,category,0.55
426,3864,1,category,0.7
426,3865,2,product,0.68
426,3866,3,product,0.87
426,3867,4,product,0.69
426,3868,5,product,0.41
426,3869,6,product,0.77
426,3870,7,product,0.42
426,3871,8,product,0.44
427,3872,1,product,0.49
427,3873,2,product,0.92
427,3874,3,product,0.74
427,3875,4,product,0.52
427,3876,5,product,0.53
427,3877,6,product,0.41
428,3878,1,product,0.55
428,3879,2,category,0.74
428,3880,3,product,0.86
428,3881,4,category,0.74
428,3882,5,category,0.64
428,3883,6,category,0.51
428,3884,7,product,0.54
428,3885,8,product,0.56
429,3886,1,product,0.69
429,3887,2,product,0.84
429,3888,3,product,0.91
429,3889,4,product,0.64
429,3890,5,category,0.53
429,3891,6,product,0.78
430,3892,1,product,0.71
430,3893,2,category,0.68
430,3894,3,product,0.7
430,3895,4,product,0.55
430,3896,5,product,0.73
430,3897,6,product,0.78
430,3898,7,product,0.79
430,3899,8,product,0.52
431,3900,1,product,0.64
431,3901,2,product,0.88
431,3902,3,product,0.72
431,3903,4,product,0.57
431,3904,5,product,0.81
431,3905,6,product,0.63
431,3906,7,category,0.45
431,3907,8,product,0.57
431,3908,9,product,0.77
432,3909,1,category,0.49
432,3910,2,product,0.86
432,3911,3,category,0.66
432,3912,4,product,0.58
432,3913,5,product,0.72
432,3914,6,category,0.8
432,3915,7,product,0.41
432,3916,8,product,0.44
432,3917,9,product,0.67
432,3918,10,product,0.47
433,3919,1,product,0.66
433,3920,2,product,0.74
433,3921,3,product,0.91
433,3922,4,product,0.76
433,3923,5,product,0.41
433,3924,6,category,0.73
433,3925,7,product,0.67
433,3926,8,product,0.84
434,3927,1,product,0.56
434,3928,2,product,0.77
434,3929,3,product,0.94
434,3930,4,product,0.44
434,3931,5,product,0.63
434,3932,6,product,0.59
435,3933,1,product,0.48
435,3934,2,product,0.88
435,3935,3,product,0.72
435,3936,4,product,0.45
435,3937,5,category,0.41
436,3938,1,product,0.71
436,3939,2,product,0.82
436,3940,3,product,0.66
436,3941,4,product,0.85
436,3942,5,product,0.57
437,3943,1,category,0.54
437,3944,2,product,0.8
437,3945,3,product,0.88
437,3946,4,product,0.78
437,3947,5,product,0.82
438,3948,1,product,0.71
439,3949,1,product,0.59
439,3950,2,category,0.85
439,3951,3,product,0.75
439,3952,4,product,0.56
439,3953,5,product,0.81
439,3954,6,product,0.83
439,3955,7,product,0.59
439,3956,8,product,0.69
439,3957,9,product,0.47
440,3958,1,product,0.58
440,3959,2,product,0.7
440,3960,3,product,0.67
440,3961,4,product,0.57
440,3962,5,product,0.74
441,3963,1,product,0.7
441,3964,2,product,0.76
441,3965,3,product,0.94
441,3966,4,product,0.73
441,3967,5,category,0.53
441,3968,6,product,0.73
441,3969,7,product,0.71
441,3970,8,product,0.52
441,3971,9,category,0.4
442,3972,1,product,0.69
442,3973,2,product,0.75
442,3974,3,product,0.81
442,3975,4,product,0.45
442,3976,5,category,0.45
442,3977,6,product,0.59
442,3978,7,product,0.59
442,3979,8,product,0.56
443,3980,1,category,0.6
444,3981,1,product,0.66
444,3982,2,product,0.89
444,3983,3,product,0.94
444,3984,4,product,0.5
444,3985,5,product,0.76
444,3986,6,product,0.52
444,3987,7,product,0.47
444,3988,8,category,0.44
444,3989,9,product,0.62
445,3990,1,category,0.47
445,3991,2,product,0.75
445,3992,3,product,0.7
445,3993,4,product,0.6
445,3994,5,product,0.73
446,3995,1,product,0.5
446,3996,2,product,0.82
446,3997,3,product,0.85
446,3998,4,product,0.75
446,3999,5,product,0.75
446,4000,6,category,0.83
446,4001,7,product,0.64
446,4002,8,product,0.78
446,4003,9,product,0.53
447,4004,1,category,0.54
447,4005,2,product,0.94
447,4006,3,product,0.65
447,4007,4,category,0.41
447,4008,5,category,0.64
447,4009,6,product,0.74
448,4010,1,product,0.48
448,4011,2,product,0.78
448,4012,3,product,0.83
448,4013,4,product,0.58
448,4014,5,product,0.73
448,4015,6,product,0.54
448,4016,7,category,0.84
449,4017,1,product,0.61
449,4018,2,product,0.74
449,4019,3,product,0.72
449,4020,4,product,0.58
449,4021,5,product,0.63
449,4022,6,category,0.86
449,4023,7,product,0.6
449,4024,8,product,0.74
449,4025,9,product,0.4
450,4026,1,product,0.68
450,4027,2,product,0.77
450,4028,3,product,0.92
450,4029,4,product,0.41
450,4030,5,product,0.58
450,4031,6,product,0.79
450,4032,7,category,0.56
451,4033,1,product,0.7
451,4034,2,product,0.87
451,4035,3,product,0.75
451,4036,4,product,0.51
451,4037,5,product,0.46
451,4038,6,product,0.68
452,4039,1,product,0.57
452,4040,2,product,0.83
452,4041,3,category,0.86
452,4042,4,product,0.44
452,4043,5,product,0.76
453,4044,1,product,0.68
453,4045,2,product,0.89
453,4046,3,product,0.73
453,4047,4,product,0.44
453,4048,5,category,0.41
453,4049,6,product,0.82
453,4050,7,product,0.85
453,4051,8,product,0.47
453,4052,9,product,0.49
454,4053,1,product,0.55
454,4054,2,product,0.92
454,4055,3,product,0.7
454,4056,4,product,0.49
454,4057,5,product,0.69
454,4058,6,category,0.87
454,4059,7,product,0.63
454,4060,8,product,0.66
455,4061,1,product,0.51
455,4062,2,product,0.92
455,4063,3,product,0.69
455,4064,4,product,0.73
455,4065,5,product,0.53
455,4066,6,product,0.44
456,4067,1,product,0.5
456,4068,2,category,0.87
456,4069,3,product,0.68
456,4070,4,product,0.68
456,4071,5,product,0.5
456,4072,6,product,0.61
457,4073,1,category,0.55
457,4074,2,product,0.9
457,4075,3,category,0.92
457,4076,4,product,0.52
457,4077,5,category,0.69
457,4078,6,product,0.86
457,4079,7,product,0.59
457,4080,8,product,0.79
457,4081,9,product,0.49
458,4082,1,product,0.48
458,4083,2,product,0.65
458,4084,3,product,0.79
458,4085,4,product,0.83
458,4086,5,product,0.59
458,4087,6,product,0.65
458,4088,7,product,0.53
459,4089,1,product,0.56
459,4090,2,product,0.7
459,4091,3,product,0.76
460,4092,1,product,0.68
460,4093,2,category,0.92
460,4094,3,product,0.66
460,4095,4,product,0.43
460,4096,5,product,0.79
460,4097,6,product,0.53
461,4098,1,product,0.72
461,4099,2,category,0.84
461,4100,3,category,0.9
461,4101,4,product,0.45
461,4102,5,product,0.8
461,4103,6,category,0.88
461,4104,7,product,0.75
461,4105,8,product,0.44
461,4106,9,product,0.79
461,4107,10,product,0.66
462,4108,1,product,0.64
462,4109,2,product,0.76
462,4110,3,product,0.93
462,4111,4,product,0.46
462,4112,5,product,0.47
462,4113,6,category,0.81
462,4114,7,product,0.71
463,4115,1,product,0.58
463,4116,2,product,0.88
463,4117,3,product,0.76
463,4118,4,product,0.52
463,4119,5,product,0.81
463,4120,6,product,0.44
463,4121,7,product,0.5
463,4122,8,product,0.62
463,4123,9,product,0.63
463,4124,10,product,0.79
464,4125,1,product,0.51
464,4126,2,category,0.94
464,4127,3,product,0.8
464,4128,4,product,0.49
464,4129,5,product,0.48
464,4130,6,product,0.82
465,4131,1,product,0.45
465,4132,2,product,0.73
465,4133,3,product,0.81
465,4134,4,product,0.46
465,4135,5,product,0.57
465,4136,6,product,0.59
466,4137,1,product,0.5
466,4138,2,product,0.7
466,4139,3,product,0.83
466,4140,4,product,0.45
466,4141,5,product,0.52
466,4142,6,category,0.46
466,4143,7,product,0.68
466,4144,8,product,0.66
467,4145,1,product,0.66
467,4146,2,product,0.74
467,4147,3,product,0.87
467,4148,4,product,0.64
467,4149,5,product,0.63
467,4150,6,product,0.84
468,4151,1,product,0.49
468,4152,2,product,0.79
468,4153,3,product,0.7
468,4154,4,product,0.44
468,4155,5,product,0.81
468,4156,6,product,0.87
468,4157,7,product,0.63
468,4158,8,product,0.45
469,4159,1,product,0.48
469,4160,2,product,0.75
469,4161,3,product,0.76
469,4162,4,product,0.72
469,4163,5,product,0.62
470,4164,1,product,0.65
471,4165,1,category,0.47
471,4166,2,product,0.76
471,4167,3,product,0.73
471,4168,4,category,0.66
471,4169,5,category,0.87
471,4170,6,category,0.48
471,4171,7,product,0.57
471,4172,8,category,0.68
471,4173,9,product,0.53
471,4174,10,product,0.68
472,4175,1,product,0.49
472,4176,2,product,0.81
472,4177,3,product,0.82
472,4178,4,product,0.63
472,4179,5,product,0.54
472,4180,6,product,0.5
472,4181,7,product,0.46
472,4182,8,product,0.4
472,4183,9,product,0.8
472,4184,10,category,0.47
473,4185,1,category,0.57
473,4186,2,product,0.74
473,4187,3,product,0.93
473,4188,4,product,0.73
473,4189,5,category,0.59
473,4190,6,category,0.83
474,4191,1,product,0.66
474,4192,2,product,0.77
474,4193,3,product,0.74
474,4194,4,product,0.85
474,4195,5,product,0.49
474,4196,6,product,0.8
474,4197,7,product,0.65
474,4198,8,product,0.64
474,4199,9,product,0.57
474,4200,10,category,0.62
475,4201,1,product,0.66
475,4202,2,product,0.76
475,4203,3,category,0.92
475,4204,4,product,0.43
475,4205,5,product,0.46
475,4206,6,product,0.62
475,4207,7,product,0.65
476,4208,1,product,0.67
476,4209,2,category,0.86
476,4210,3,product,0.69
476,4211,4,product,0.65
476,4212,5,product,0.74
477,4213,1,category,0.64
477,4214,2,product,0.89
477,4215,3,product,0.71
477,4216,4,category,0.47
477,4217,5,product,0.65
477,4218,6,product,0.45
477,4219,7,product,0.64
478,4220,1,product,0.68
478,4221,2,product,0.78
478,4222,3,product,0.71
478,4223,4,product,0.72
